Object ID,Predicate,Period
1193,年代,17-19世纪
1194,年代,17-19世纪
1195,年代,17-19世纪
1196,年代,17-19世纪
1197,年代,17-19世纪
1198,年代,17-19世纪
1199,年代,17-19世纪
1200,年代,17-19世纪
1201,年代,18-19世纪
1202,年代,18-19世纪
1203,年代,可能是19世纪。
1204,年代,可能是17-18世纪。
1205,年代,19世纪
1206,年代,可能是18世纪。
1207,年代,17-19世纪
1208,年代,可能是17-18世纪。
1209,年代,17-19世纪
1210,年代,17-19世纪
1211,年代,约1644-1911年
1212,年代,17-19世纪
1213,年代,17-19世纪
1214,年代,17-19世纪
1215,年代,17-19世纪
1216,年代,19世纪
1217,年代,18-19世纪
1218,年代,18-19世纪
1219,年代,18-19世纪
1220,年代,可能是18世纪。
1221,年代,约1644-1911年
1222,年代,18世纪
1223,年代,18-19世纪
1224,年代,19世纪
1225,年代,19世纪
1226,年代,可能是19世纪。
1227,年代,18-19世纪
1228,年代,18-19世纪
1229,年代,18-19世纪
1230,年代,可能是18世纪。
1231,年代,18-19世纪
1232,年代,18-19世纪
1233,年代,18-19世纪
1234,年代,18-19世纪
1235,年代,18-19世纪
1236,年代,18-19世纪
1237,年代,可能是18-19世纪。
1238,年代,19世纪
1239,年代,18-19世纪
1240,年代,18-19世纪
1241,年代,18-19世纪
1242,年代,19世纪；锁定日期：1842年
1243,年代,18-19世纪
1244,年代,可能是18世纪。
1245,年代,18-19世纪
1246,年代,16-17世纪
1247,年代,18-19世纪
1248,年代,18-19世纪
1249,年代,18-19世纪
1250,年代,18-19世纪
1251,年代,18-19世纪
1252,年代,18-19世纪
1253,年代,18-19世纪
1254,年代,18-19世纪
1255,年代,18-19世纪
1256,年代,18-19世纪
1257,年代,18-19世纪
1258,年代,18-19世纪
1259,年代,18-19世纪
1260,年代,18-19世纪
1261,年代,18-19世纪
1262,年代,18-19世纪
1263,年代,17至18世纪
1264,年代,18-19世纪
1265,年代,18-19世纪
1266,年代,18-19世纪
1267,年代,18-19世纪
1268,年代,18世纪
1269,年代,18-19世纪
1270,年代,可能是17-18世纪。
1271,年代,18世纪
1272,年代,可能是18世纪。
1273,年代,17世纪
1274,年代,18-19世纪
1275,年代,206 bce–220 ce
1276,年代,18-19世纪
1277,年代,19世纪
1278,年代,18-19世纪
1279,年代,16-19世纪
1280,年代,16-19世纪
1281,年代,18-19世纪
1282,年代,18世纪
1283,年代,18-19世纪
1284,年代,18-19世纪
1285,年代,18-19世纪
1286,年代,约1750-1900年
1287,年代,18-19世纪
1288,年代,18-19世纪
1289,年代,18-19世纪
1290,年代,18-19世纪
1291,年代,17-19世纪
1292,年代,可能是19世纪。
1293,年代,18-19世纪
1294,年代,19世纪
1295,年代,19世纪
1296,年代,18-19世纪
1297,年代,18-19世纪
1298,年代,18-19世纪
1299,年代,18-19世纪
1300,年代,18-19世纪
1301,年代,18-19世纪
1302,年代,18-19世纪
1303,年代,18-19世纪
1304,年代,18-19世纪
1305,年代,18世纪
1306,年代,18世纪
1307,年代,18世纪
1308,年代,18世纪
1309,年代,18-19世纪
1310,年代,18-19世纪
1311,年代,18世纪
1312,年代,约1800年
1313,年代,17世纪
1314,年代,18世纪
1315,年代,18世纪
1316,年代,18-19世纪
1317,年代,18-19世纪
1318,年代,18世纪
1319,年代,19世纪
1320,年代,18世纪
1321,年代,17-19世纪
1322,年代,六世纪
1323,年代,约2500亿年前
1324,年代,公元前206年至公元前220年
1325,年代,19世纪至20世纪
1326,年代,大约1342年至1347年
1327,年代,18-19世纪
1328,年代,17世纪
1329,年代,18世纪上半叶
1330,年代,日期1738年
1331,年代,约1500年
1332,年代,17-19世纪
1333,年代,公元前206年至公元前220年
1334,年代,18世纪
1335,年代,18世纪
1336,年代,18世纪或19世纪初
1337,年代,17世纪
1338,年代,16-17世纪
1339,年代,约1615年-1868年
1340,年代,约1615年-1868年
1341,年代,约1615年-1868年
1342,年代,15-17世纪
1343,年代,大约1943年至1947年
1344,年代,约13-16世纪
1345,年代,16-18世纪
1346,年代,17世纪初
1347,年代,16-17世纪
1348,年代,16-17世纪
1349,年代,17-19世纪
1350,年代,15-17世纪
1351,年代,日期1733年
1352,年代,18世纪末至19世纪
1353,年代,18世纪
1354,年代,可能是15-17世纪
1355,年代,可能是15-17世纪
1356,年代,可能是15-17世纪
1357,年代,可能是15-17世纪
1358,年代,可能是15-17世纪
1359,年代,可能是15-17世纪
1360,年代,可能是15-17世纪
1361,年代,可能是15-17世纪
1362,年代,约18-19世纪
1363,年代,约18-19世纪
1364,年代,约18-19世纪
1365,年代,约18-19世纪
1366,年代,约18-19世纪
1367,年代,约18-19世纪
1368,年代,18世纪
1369,年代,16-18世纪
1370,年代,大约1943年至1947年
1371,年代,18-19世纪
1372,年代,18世纪中叶
1373,年代,16-17世纪
1374,年代,18世纪或更早
1375,年代,19世纪
1376,年代,日期1732年
1377,年代,1585
1378,年代,18世纪或更晚，1680年的假日期
1379,年代,18世纪或更晚，假日期1706年
1380,年代,18世纪或更晚，1676年的假日期
1381,年代,18世纪或更晚，1648年的假日期
1382,年代,18世纪或更晚，1707年的假日期
1383,年代,18世纪或以后
1384,年代,1591/1651
1385,年代,16世纪中叶
1386,年代,未知
1387,年代,17世纪或更晚，1649年的假日期
1388,年代,17世纪中叶
1389,年代,17世纪或更晚，1569年的假日期
1390,年代,16世纪或以后
1391,年代,17世纪
1392,年代,18世纪或更晚，1492年的假日期
1393,年代,未知
1394,年代,17世纪末
1395,年代,1613
1396,年代,1635
1397,年代,日期1603年
1398,年代,未知
1399,年代,1604年或1664年
1400,年代,未知
1401,年代,1643
1402,年代,未知
1403,年代,16世纪末或17世纪初
1404,年代,未知
1405,年代,日期1640
1406,年代,未知
1407,年代,未知
1408,年代,日期1670年
1409,年代,17世纪末或18世纪初
1410,年代,未知
1411,年代,十四世纪
1412,年代,13世纪初
1413,年代,十三世纪
1414,年代,13世纪初
1415,年代,16-17世纪
1416,年代,12世纪末
1417,年代,16-17世纪
1418,年代,15世纪末
1419,年代,15世纪末至16世纪初
1420,年代,未知
1421,年代,未知
1422,年代,日期1721年
1423,年代,未知
1424,年代,日期1845年
1425,年代,19世纪至20世纪初
1426,年代,日期1558年
1427,年代,未知
1428,年代,15世纪？
1429,年代,日期1628年
1430,年代,16世纪
1431,年代,1559
1432,年代,假日期1703
1433,年代,未知
1434,年代,日期1759年
1435,年代,16-17世纪
1436,年代,未知
1437,年代,公元前2世纪至1世纪
1438,年代,未知
1439,年代,十三世纪
1440,年代,16世纪末至17世纪初
1441,年代,16世纪
1442,年代,日期1724年
1443,年代,13世纪初
1444,年代,5-6世纪
1445,年代,15世纪初
1446,年代,十四世纪
1447,年代,14世纪；加上以后的添加
1448,年代,18世纪
1449,年代,19世纪末至20世纪初
1450,年代,十二世纪
1451,年代,可追溯到1751年至1754年
1452,年代,18世纪？
1453,年代,17世纪
1454,年代,未知
1455,年代,未知
1456,年代,十三世纪
1457,年代,未知
1458,年代,16世纪？
1459,年代,13世纪第二季度
1460,年代,12世纪末
1461,年代,日期1345年
1462,年代,日期1532年或1592年
1463,年代,未知
1464,年代,19世纪或20世纪
1465,年代,15世纪末至16世纪初
1466,年代,未知
1467,年代,十三世纪
1468,年代,十三世纪
1469,年代,未知
1470,年代,20世纪初（？）
1471,年代,日期1548年
1472,年代,15世纪？
1473,年代,17世纪末至18世纪初
1474,年代,日期1611年和1612年
1475,年代,日期1693年
1476,年代,日期1674年
1477,年代,日期1
1478,年代,19世纪
1479,年代,日期1947年
1480,年代,15-16世纪
1481,年代,日期1518年
1482,年代,日期1561年或1621年
1483,年代,可追溯到1561年或1620年
1484,年代,1634年的假日期
1485,年代,16世纪
1486,年代,11-12世纪
1487,年代,19世纪
1488,年代,19世纪
1489,年代,日期1651年
1490,年代,波段65345；[UNK]65349；[UNK]1654
1491,年代,可追溯到1654年至1655年
1492,年代,可追溯到1654年至1655年
1493,年代,日期：1761年
1494,年代,15世纪末至16世纪初
1495,年代,日期1639年
1496,年代,1635
1497,年代,未知
1498,年代,20世纪
1499,年代,未知
1500,年代,日期1657年
1501,年代,日期1726年
1502,年代,未知
1503,年代,16或17世纪
1504,年代,18世纪
1505,年代,1750
1506,年代,日期1627年
1507,年代,1631
1508,年代,1649
1509,年代,十三世纪
1510,年代,17世纪
1511,年代,未注日期的
1512,年代,未知
1513,年代,日期1478
1514,年代,18世纪
1515,年代,约1930年
1516,年代,20世纪
1517,年代,1674–76
1518,年代,约1685年
1519,年代,1688
1520,年代,日期1803
1521,年代,1700
1522,年代,未知
1523,年代,1578
1524,年代,15世纪中叶
1525,年代,未知
1526,年代,未知
1527,年代,未知
1528,年代,14世纪末
1529,年代,13世纪初
1530,年代,18世纪下半叶
1531,年代,十四世纪
1532,年代,19世纪
1533,年代,日期1729年
1534,年代,19世纪
1535,年代,未知
1536,年代,日期为1815年7月
1537,年代,1841
1538,年代,日期为1846年春
1539,年代,未知
1540,年代,日期1843年
1541,年代,19世纪中叶
1542,年代,19世纪
1543,年代,日期1827年
1544,年代,日期1827年
1545,年代,日期1868年
1546,年代,日期1852年
1547,年代,日期1870年
1548,年代,1862
1549,年代,日期1862年
1550,年代,日期1870年
1551,年代,未知
1552,年代,未知
1553,年代,日期1858年
1554,年代,日期1878年
1555,年代,日期1859年
1556,年代,19世纪
1557,年代,19世纪
1558,年代,19世纪
1559,年代,日期1875年
1560,年代,19世纪末
1561,年代,日期1869年
1562,年代,未知
1563,年代,未知
1564,年代,未知
1565,年代,未知
1566,年代,日期1873年
1567,年代,日期1883年
1568,年代,日期1889年
1569,年代,日期1894年
1570,年代,日期1900
1571,年代,日期1900
1572,年代,日期1865年
1573,年代,日期1901
1574,年代,日期1898
1575,年代,日期1894年
1576,年代,未知
1577,年代,日期1903年
1578,年代,日期1907年
1579,年代,未知
1580,年代,日期1888年
1581,年代,日期1882年
1582,年代,日期1901
1583,年代,1912
1584,年代,日期1910
1585,年代,日期1910
1586,年代,日期1894年
1587,年代,未知
1588,年代,20世纪初
1589,年代,20世纪初
1590,年代,20世纪初
1591,年代,可能1923年
1592,年代,日期1919
1593,年代,日期1921
1594,年代,日期1914
1595,年代,20世纪初
1596,年代,20世纪初
1597,年代,日期1902年
1598,年代,日期1923年
1599,年代,20世纪初
1600,年代,日期1913年
1601,年代,日期：1929年
1602,年代,日期1924年
1603,年代,日期：1929年
1604,年代,1921
1605,年代,日期1921
1606,年代,20世纪初
1607,年代,日期1924年
1608,年代,20世纪20年代末
1609,年代,20世纪初
1610,年代,日期1921
1611,年代,日期1928年
1612,年代,20世纪初
1613,年代,20世纪初
1614,年代,日期1923年
1615,年代,日期1924年
1616,年代,20世纪初
1617,年代,日期1933年
1618,年代,20世纪
1619,年代,日期1931年
1620,年代,20世纪
1621,年代,日期：1929年
1622,年代,日期1927年
1623,年代,日期1935年
1624,年代,日期1935年
1625,年代,日期1932年
1626,年代,20世纪初
1627,年代,20世纪初
1628,年代,日期1927年
1629,年代,20世纪初
1630,年代,日期1924年
1631,年代,日期1924年
1632,年代,20世纪初
1633,年代,日期1927年
1634,年代,日期1936年
1635,年代,20世纪初
1636,年代,日期1932年
1637,年代,日期1934年
1638,年代,日期1936年
1639,年代,日期1934年
1640,年代,日期1932年
1641,年代,日期1947年
1642,年代,日期1931年
1643,年代,日期1934年
1644,年代,日期1945年
1645,年代,日期1943年
1646,年代,日期1945年
1647,年代,日期1924年
1648,年代,日期1933年
1649,年代,日期1940年
1650,年代,日期1953年
1651,年代,日期1939年
1652,年代,约1935年
1653,年代,日期1948年
1654,年代,日期1948年
1655,年代,20世纪
1656,年代,日期1939年
1657,年代,20世纪
1658,年代,约1937年
1659,年代,20世纪30年代末
1660,年代,日期1940年
1661,年代,20世纪
1662,年代,日期1940年
1663,年代,日期1943年
1664,年代,日期1945年
1665,年代,20世纪
1666,年代,20世纪
1667,年代,日期1932年
1668,年代,日期1946年
1669,年代,日期1928年
1670,年代,日期1946年
1671,年代,日期1940年
1672,年代,20世纪中期
1673,年代,日期1942年
1674,年代,日期1946年
1675,年代,日期1941年
1676,年代,日期1939年
1677,年代,1951
1678,年代,日期1924年
1679,年代,日期1932年
1680,年代,20世纪初
1681,年代,20世纪初
1682,年代,20世纪
1683,年代,20世纪
1684,年代,日期1925年
1685,年代,日期1942年
1686,年代,日期1930年
1687,年代,日期1931年
1688,年代,20世纪
1689,年代,日期1943年
1690,年代,日期1953年
1691,年代,日期1923年
1692,年代,日期1930年
1693,年代,日期：1961年
1694,年代,20世纪
1695,年代,日期1920
1696,年代,20世纪
1697,年代,日期：1911年
1698,年代,日期1924年
1699,年代,20世纪
1700,年代,里尔
1701,年代,20世纪
1702,年代,日期1937年
1703,年代,20世纪
1704,年代,1958年以后
1705,年代,20世纪
1706,年代,日期1940年
1707,年代,日期1945年
1708,年代,日期1942年
1709,年代,20世纪
1710,年代,日期1957
1711,年代,日期1943年
1712,年代,日期1942年
1713,年代,日期1936年
1714,年代,日期1927年
1715,年代,日期1926年
1716,年代,20世纪
1717,年代,20世纪
1718,年代,20世纪
1719,年代,日期1932年
1720,年代,日期1933年
1721,年代,日期1943年
1722,年代,约1947年
1723,年代,1945
1724,年代,日期1943年
1725,年代,日期1942年
1726,年代,20世纪
1727,年代,日期1931
1728,年代,日期1932年
1729,年代,日期1925年
1730,年代,日期1947年
1731,年代,日期1946
1732,年代,日期1938年
1733,年代,20世纪
1734,年代,日期1963年
1735,年代,日期1978
1736,年代,日期1947年
1737,年代,20世纪
1738,年代,1938
1739,年代,日期1926年
1740,年代,1979年
1741,年代,日期1972年
1742,年代,日期：1959年
1743,年代,20世纪
1744,年代,1979年
1745,年代,日期1972年
1746,年代,20世纪
1747,年代,20世纪
1748,年代,20世纪
1749,年代,日期1975年
1750,年代,20世纪
1751,年代,日期1939年
1752,年代,20世纪
1753,年代,日期1946
1754,年代,20世纪60年代初
1755,年代,20世纪70年代末
1756,年代,20世纪60年代
1757,年代,日期在1974年之后
1758,年代,20世纪
1759,年代,日期1982年
1760,年代,日期1943年
1761,年代,日期1933年
1762,年代,20世纪
1763,年代,约1975年
1764,年代,20世纪
1765,年代,20世纪60年代
1766,年代,20世纪
1767,年代,20世纪
1768,年代,日期1946
1769,年代,日期1947年
1770,年代,20世纪40年代末或50年代初
1771,年代,日期1963年
1772,年代,日期1978
1773,年代,日期1975年
1774,年代,日期1980
1775,年代,1942年12月
1776,年代,可追溯到1976年
1777,年代,日期1931
1778,年代,日期：1929年
1779,年代,20世纪
1780,年代,日期1978
1781,年代,日期1952年
1782,年代,20世纪
1783,年代,大约20世纪70年代末
1784,年代,日期1946
1785,年代,日期：1959年
1786,年代,日期1978
1787,年代,日期1942年
1788,年代,日期1
1789,年代,日期1982年
1790,年代,日期1936年
1791,年代,20世纪
1792,年代,1979年
1793,年代,20世纪
1794,年代,20世纪
1795,年代,20世纪
1796,年代,20世纪
1797,年代,20世纪
1798,年代,日期1978
1799,年代,20世纪
1800,年代,20世纪
1801,年代,日期1980
1802,年代,日期1978
1803,年代,日期1980
1804,年代,1977年9月
1805,年代,日期：1961年
1806,年代,1979年
1807,年代,日期1963年
1808,年代,日期1978
1809,年代,1979年
1810,年代,20世纪
1811,年代,20世纪
1812,年代,日期1981
1813,年代,日期1980
1814,年代,日期1978
1815,年代,20世纪
1816,年代,可追溯到1979年
1817,年代,十四世纪
