Description,Object ID
此壶壶嘴下方的金色首字母缩写“ET”属于费城著名律师爱德华·蒂尔曼（Edward Tilghman，1750-1815）。这只中国出口壶由蒂尔曼的叔叔本杰明·周·威尔科克斯（Benjamin Chew Wilcocks）赠予。威尔科克斯最初订购了四个类似的壶，并饰有乔治·华盛顿的灰色画作半身像。华盛顿的肖像是一位中国艺术家根据大卫·埃德温（David Edwin）模仿吉尔伯特·斯图尔特（Gilbert Stuart）的版画忠实临摹的。,716
无描述信息,717
无描述信息,718
中国外销瓷器曾是十八世纪精美家居的必备奢侈品之一。直到1784年中美直接贸易开始之前，中国瓷器一直经由欧洲传入殖民地。这件为纽约塞缪尔和朱迪思·弗普兰克（娘家姓科默兰）制作的瓷器上的釉上花卉装饰，完全是欧洲风格。若非其家族渊源，其设计与迈森瓷器图案的密切关联，或许暗示其原本是为德国或斯堪的纳维亚市场制作的。这件瓷器很可能是为弗普兰克夫妇位于华尔街3号的房子定制的，他们从1763年到1803年一直居住在那里。,719
无描述信息,720
这件物品属于一套大型餐具（编号10.149.1-.248），上面饰有汤利家族的盾徽。这套餐具可能由马里兰州安纳波利斯的法官塞缪尔·蔡斯（Samuel Chase，1741-1811）订购，上面绘有蔡斯姑母玛格丽特·汤利（Margaret Townley）的珐琅彩绘盾徽。,722
中国外销瓷器曾是十八世纪精美家居的必备奢侈品之一。直到1784年中美之间开始直接贸易之前，中国瓷器一直经由欧洲运往殖民地。这只大碗是纽约维普兰克家族传承下来的一套大型瓷器的一部分。,723
无描述信息,724
无描述信息,725
无描述信息,727
"有几家玻璃厂生产了类似“桃吹”的玻璃，但霍布斯、布罗克尼尔公司（Hobbs, Brockunier and Company）的专利版本是唯一一款采用白色蛋白石玻璃制成的产品，玻璃上涂有一层琥珀色玻璃，颜色逐渐变为红宝石色。这些颜色是为了模仿1886年在拍卖会上售出的著名中国瓷器——摩根花瓶的釉彩。",728
辛辛那提的露易丝·麦克劳克林是美国陶瓷史上的先驱人物。与她那个时代的许多女性一样，她的艺术生涯始于瓷器彩绘。在她作为瓷器彩绘、釉下泥彩装饰和瓷器制作领域的领军人物的整个职业生涯中，她不断迎接技术挑战。她最早的创新之一是发现了巴博丁技法，这是一种用彩色泥浆装饰陶瓷的方法。虽然这项技法早在几个世纪前就已发展起来，但直到1871年左右，法国陶艺家欧内斯特·沙普莱才重新发现了它。沙普莱将他的技法秘诀卖给了法国利摩日的哈维兰公司，后者在1876年的费城百年展览会上展示了这项技法。麦克劳克林参观了展览，并深受启发，发现了这项轰动一时的技术。 1877 年 9 月，她购得合适的着色剂，并于 1878 年 1 月烧制出第一件成功的作品。这在当时是一件了不起的事，因为当时上流社会的女性不鼓励使用湿粘土作工。到了 19 世纪 80 年代中期，很大程度上由于麦克劳林的活动，釉下泥浆装饰得到广泛应用，并成为辛辛那提陶器装饰的代名词。作为辛辛那提陶艺俱乐部的创始成员和第一任主席，麦克劳林为俱乐部 1880 年 5 月的首届年度展览制作并装饰了两个大小和形状相同的巨型花瓶。这两个花瓶高超过三英尺，是当时美国有史以来制作的两件最大的艺术陶器。麦克劳林将其中一个花瓶（现藏于辛辛那提艺术博物馆）称为“阿里巴巴花瓶”。这里展示的第二个花瓶以其大小和釉下泥浆装饰而闻名。这件花瓶的装饰和尺寸都堪称非凡，其醒目的白色马蹄莲图案在略微不对称的构图中流露出柔和的日式风格。瓶身在浓郁的蓝色瓶底上绘有细密的金线，如同釉面龟裂纹，进一步凸显了日本风格。麦克劳克林的竞争对手、洛克伍德陶器厂的创始人玛丽亚·朗沃思·尼科尔斯（1849-1932）也制作了自己的巨型花瓶来回应麦克劳克林的作品，尼科尔斯将其命名为“阿拉丁”，大都会博物馆收藏了其中的一个版本（参见1981.443）。,729
阿德莱德·阿尔索普·罗宾诺 (Adelaide Alsop Robineau) 堪称美国最伟大的陶艺家，她是美国第一位创作出在设计和制作上都能与塞夫勒和其他法国瓷器厂的瓷器相媲美的艺术陶艺家。像她那个时代的许多女性一样，罗宾诺以瓷器画家的身份开始了她的职业生涯。不久，她开始独自或在丈夫塞缪尔·罗宾诺 (Samuel Robineau) 的帮助下制作器皿、进行装饰和上釉。她早期的雕花瓷器以风格化的自然主义图案为特色，例如花瓶肩部雕刻的蜜蜂，这是罗宾诺编辑、其丈夫出版的颇具影响力的期刊《陶瓷工作室》上发表的传统设计的典型代表。1929 年罗宾诺去世后，她获得了难得的荣誉，成为第一位在大都会艺术博物馆举办回顾展的艺术陶艺家。,730
沃尔特·斯科特·莱诺克斯于1889年离开威利茨，创立了陶瓷艺术公司（后来的莱诺克斯瓷器）。生产艺术瓷器是该公司的唯一目标。装饰师凯特·西尔斯（Kate Sears）——关于她鲜为人知——一改公司标志性的珐琅彩和浮雕金箔装饰，在瓷器侧面精心雕刻了精美的花饰，例如这件花瓶，瓶身的花瓣裙仙女象征着花朵。,731
无描述信息,732
这幅壁纸是一套最初由十七幅组成的壁纸的一部分（参见14.106.1–.16）。这些壁纸描绘了山景、房屋、鸟类和花灌木的场景。它们于十八世纪初在中国手工绘制，然后出口到英国。在英国，就像在美国一样，这种充满异国情调的壁纸在时尚的绅士阶层中风靡一时。它被认为是一种极致的奢侈品，为墙壁增添了丰富的色彩。这幅壁纸在英国的一户人家中悬挂了两百年。这些壁纸全部或部分安装在美国翼楼的鲍威尔厅。,735
无描述信息,737
这幅壁纸是一套最初由十七幅组成的壁纸的一部分（参见14.106.1–.16）。这些壁纸描绘了山景、房屋、鸟类和花灌木的场景。它们于十八世纪初在中国手工绘制，然后出口到英国。在英国，就像在美国一样，这种充满异国情调的壁纸在时尚的绅士阶层中风靡一时。它被认为是一种极致的奢侈品，为墙壁增添了丰富的色彩。这幅壁纸在英国的一户人家中悬挂了两百年。这些壁纸全部或部分安装在美国翼楼的鲍威尔厅。,746
无描述信息,751
这种象牙支架产于印度或中国，出口到西方市场，可以直立展示怀表象牙制品,752
无描述信息,753
约翰·拉法基 (John La Farge) 是路易斯·康福特·蒂芙尼 (Louis Comfort Tiffany) 在乳白色、彩色和纹理玻璃运用方面最强劲的对手。这扇窗户完成于拉法基去世前一年，是他最复杂的作品之一。1908 年，乔治·T·布利斯夫人委托她为自己位于纽约市东六十八街 9 号的住宅制作这扇窗户。窗户上描绘了一位身着古典服饰的年轻女子一边拉开门帘迎接来访者，门帘是用玻璃复制的布利斯家族原有的一件中国刺绣织物。景泰蓝工艺将许多小玻璃片拼接在一起，呈现出人物长袍的褶皱。窗户周围装饰着带有花环和庞贝装饰的面板。这件作品耗时一年多才完成，但拉法基认为它是“有史以来最精美的玻璃作品……我为它感到无比自豪。”,754
这把不同寻常的扶手椅是HO·哈夫迈耶图书馆（也称为伦勃朗厅）中幸存的两把扶手椅之一。哈夫迈耶故居位于纽约市东66街1号，于1892年竣工，是一座构思独特的住宅。蒂芙尼和科尔曼在其室内设计中融入了众多异域风情，包括日式、中式、摩尔式、维京式、凯尔特式和拜占庭式。房间的主要主题源自凯尔特、维京式和其他中世纪风格，椅子上的浅浮雕装饰和刺绣图案也体现了这种风格。正如哈夫迈耶夫人在回忆录中回忆的那样，椅子上覆盖着不同色调的光滑橄榄绿色长毛绒，“上面缝着各种颜色的丝绸，同样采用凯尔特式设计，与木制品和椅子上的雕刻相呼应。”,755
尽管蔡斯创作了约120幅静物画，但只有10幅以花卉为主题。然而，他的室内场景和肖像画中偶尔会出现插着花的花瓶。这幅画中，一株杜鹃花被插在一个中国外销瓷花瓶中，据推测该花瓶是用作花盆的。蔡斯是一位狂热的古董收藏家，包括亚洲文物。这幅画的不对称构图暗示了蔡斯东方主义的另一个重要方面：他乐于效仿远东艺术的一些基本设计原则。,756
无描述信息,757
这或许是戴维斯最著名的作品。它令人联想到阿尔伯特·平克汉姆·赖德的某些装饰画，以及意大利文艺复兴早期的杰作、皮埃尔·皮维·德·夏凡纳的象征主义壁画，甚至中国的手卷画。关于独角兽的典型神话概念——它们只会接近处女——似乎并非这幅画的核心，其主题纯粹是诗意而富有暗示性的。戴维斯在1908年纽约麦克白画廊举办的具有里程碑意义的“八人展”中，将他的作品与垃圾箱画派的作品一起展出。,758
流动肖像画家拉尔夫·厄尔（Ralph Earl）描绘了衣着优雅的干货商人伊莱贾·博德曼（Elijah Boardman，1760-1823）在他位于康涅狄格州新米尔福德的店铺中。这幅作品的场景与全身肖像画截然不同，也为博德曼提供了展示其丰富商品的机会。左侧敞开的门展现了店主的纺织品库存，包括丝绸、羊毛、印花棉布和亚麻布——其中一些商品是他通过英国港口从印度、中国和欧洲进口的。虽然没有画作，但博德曼也出售来自西属西印度群岛的奢侈品，例如糖、朗姆酒、糖蜜和靛蓝，这使得他在康涅狄格州的店铺的顾客能够与广阔的大西洋贸易网络建立联系。,759
格莱姆斯将《歌唱的少女》（又名《春，南北》）及其姊妹作（44.44.2）设计成一对，背对背地摆放在喷泉两侧。每幅画板都秉承古典主义风格，描绘了一位端坐的少女裸体，目光越过肩膀，靠近观者。当两幅画板合在一起时，她们的目光交汇在一起。这幅画板中的少女手持山茱萸枝，而另一幅画板（44.44.2）中的少女则手持三弦，这是一种中国长颈琵琶。,760
格莱姆斯将《歌唱的少女》（又名《春，南北》）及其姊妹作（44.44.1）设计成一对，背对背地摆放在喷泉两侧。每幅画板都秉承古典主义风格，描绘了一位端坐的少女裸体，目光越过靠近观者的肩膀，当两幅画板拼合在一起时，彼此对视。这幅画板中的少女手持三弦，这是一种中国长颈琵琶，而另一幅画板（44.44.1）中的女孩则手持山茱萸枝。,761
1925 年，艺术家在纽约市布鲁克林微型画家协会和美国微型画家协会以及费城宾夕法尼亚微型画家协会展出了这幅作品。,762
"威廉·凯林·康斯特布尔（1752-1803）出生于都柏林，后移民美国并定居纽约，从事主导巴尔的摩蓬勃发展的经济的国际贸易。1784年，他成为康斯特布尔·鲁克公司（Constable, Rucke and Company）的创始合伙人，该公司为第一艘与中国和印度进行贸易的美国船只配备了设备。",763
1925年，塔贝尔退休回到新罕布什尔州的避暑别墅，在那里他创作了一系列静物画，描绘了花园里盛开的粉色和白色牡丹。这幅是他晚期作品中完成度最低的一幅。19世纪80年代末，塔贝尔在巴黎求学期间，或许曾欣赏过爱德华·马奈的牡丹画作，并试图在此画中模仿其那种即时性和清新感。起初，塔贝尔在画作最右侧画了一个中国人物，或许是为了强调这种花与亚洲艺术的联系，但后来，他又随意地在其上涂抹了一朵花（可见“忏悔图”）。,764
无描述信息,765
无描述信息,766
无描述信息,767
在联邦时期，美国日益增长的实力和自我意识激发了无数赞美新生国家自由理想的图像，这幅画作《青春女神扶持白头鹰》就是其中之一。这幅面向美国市场的玻璃背面绘画作品，基于费城的爱德华·萨维奇 1796 年的同名版画。这幅画是这幅流行图像的几个幸存例子之一，描绘了自由女神站在灯塔山上，远处是波士顿港，暗指英国舰队最近从该港撤离。当自由女神向下降的白头鹰敬酒时，她将巴士底狱的钥匙（象征着法国君主制的灭亡）和英国嘉德勋章之星（象征着美国脱离英国获得自由）踩在脚下。,768
