object_id,provenience,creator,date_made,materials,description,length,width
2608,China,unknown,Emperor Muzong,Bronze,"Obv. 同治通寶 Tong Zhi Tong Bao. Rev. Boo su left and right. Mint: Suzhou, Jiangsu. 1864 - 1874 CE.",unknown,unknown
2609,China,unknown,Emperor Wenzong,Bronze,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo dung left and right. Mint: Dongchuan, Yunnan province. 1853 - 1861 CE.",unknown,unknown
2610,China,unknown,Emperor Wenzong,Bronze,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo nan left and right. Mint: Changsha, Hunan. 1854 - 1858 CE.",unknown,unknown
2611,China,unknown,Emperor Wenzong,Bronze,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo gui left and right. Mint: Guilin, Guangxi. 1853 - 1854 CE.",unknown,unknown
2612,China,unknown,Emperor Wenzong,Bronze,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo gui left and right. Mint: Guilin, Guangxi. 1853 - 1854 CE.",unknown,unknown
2613,China,unknown,Emperor Wenzong,Bronze,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo gui left and right. Mint: Guilin, Guangxi. 1853 - 1854 CE.",unknown,unknown
2614,China,unknown,Emperor Wenzong,Bronze,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo u left and right. Mint: Wuchang, Hubei. 1854 - 1858 CE.",unknown,unknown
2615,China,unknown,Emperor Wenzong,Bronze,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo fu left and right. Mint: Fuzhou, Fujian. 1853 - 1855 CE.",unknown,unknown
2616,China,unknown,Emperor Muzong,Bronze,"Obv. 同治通寶 Tong Zhi Tong Bao. Rev. Boo su left and right. Mint: Suzhou, Jiangsu. 1864 - 1874 CE.",unknown,unknown
2617,China,unknown,Emperor Xuanzong,Bronze,"Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo dung left and right. Mint: Dongchuan, Yunnan. 1821 - 1825 CE.",unknown,unknown
2618,China,unknown,Emperor Xuanzong,Bronze,"Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo dung left and right. Mint: Dongchuan, Yunnan. 1821 - 1825 CE.",unknown,unknown
2619,China,unknown,Emperor Xuanzong,Bronze,Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1821 - 1850 CE.,unknown,unknown
2620,China,unknown,Emperor Xuanzong,Bronze,Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1821 - 1841 CE.,unknown,unknown
2621,China,unknown,Emperor Xuanzong,Bronze,Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1821 - 1841 CE.,unknown,unknown
2622,China,unknown,Emperor Xuanzong,Bronze,Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1821 - 1841 CE.,unknown,unknown
2623,China,unknown,Emperor Xuanzong,Bronze,Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1821 - 1841 CE.,unknown,unknown
2624,China,unknown,Emperor Xuanzong,Bronze,Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1821 - 1841 CE.,unknown,unknown
2625,China,unknown,Emperor Xuanzong,Bronze,Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1821 - 1841 CE.,unknown,unknown
2626,China,unknown,Emperor Xuanzong,Bronze,Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1821 - 1841 CE.,unknown,unknown
2627,China,unknown,Emperor Xuanzong,Bronze,Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1821 - 1841 CE.,unknown,unknown
2628,China,unknown,Emperor Xuanzong,Bronze,Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1821 - 1841 CE.,unknown,unknown
2629,China,unknown,Emperor Renzong,Bronze,"Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo chang left and right. Mint: Nanchang, Jiangxi. 1796 - 1805 CE.",unknown,unknown
2630,China,unknown,Emperor Renzong,Bronze,"Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo jyi left and right. Mint: Baoding, Zhili. 1803 - 1815 CE.",unknown,unknown
2631,China,unknown,Emperor Renzong,Bronze,"Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo jyi left and right. Mint: Baoding, Zhili. 1803 - 1815 CE.",unknown,unknown
2632,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2633,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2634,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2635,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2636,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2637,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2638,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2639,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2640,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2641,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2642,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2643,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2644,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2645,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2646,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1797 - 1818 CE.,unknown,unknown
2647,China,unknown,Emperor Renzong,Bronze,"Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo je left and right. Mint: Hangzhou, Zhejiang. 1799 - 1808 CE.",unknown,unknown
2648,China,unknown,Emperor Renzong,Bronze,"Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo dung left and right. Mint: Dongchuan, Yunnan. 1819 - 1820 CE.",unknown,unknown
2649,China,unknown,Emperor Renzong,Bronze,"Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo dung left and right. Mint: Dongchuan, Yunnan. 1819 - 1820 CE.",unknown,unknown
2650,China,unknown,Emperor Renzong,Bronze,"Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo dung left and right. Mint: Dongchuan, Yunnan. 1819 - 1820 CE.",unknown,unknown
2651,China,unknown,Emperor Renzong,Bronze,Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo shan left and right. Mint: Xi'an Shaanxi. 1799 - 1802 CE.,unknown,unknown
2652,China,unknown,Emperor Renzong,Bronze,"Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo guwang left and right. Mint: Guangzhou, Guangdong. 1796 - 1820 CE.",unknown,unknown
2653,China,unknown,Emperor Renzong,Bronze,"Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo guwang left and right. Mint: Guangzhou, Guangdong. 1796 - 1820 CE.",unknown,unknown
2654,China,unknown,Emperor Renzong,Bronze,"Obv. 嘉慶通寶 Jia Qing Tong Bao. Rev. Boo gui left and right. Mint: Guilin, Guangxi. 1796 - 1820 CE.",unknown,unknown
2655,China,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo jin left and right. Mint: Taiyuan, Shanxi. 1736 - 1740 CE.",unknown,unknown
2656,China,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo fu left and right. Mint: Fuzhou, Fujian. 1750 - 1790 CE.",unknown,unknown
2657,China,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo fu left and right. Mint: Fuzhou, Fujian. 1750 - 1790 CE.",unknown,unknown
2658,China,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo fu left and right. Mint: Fuzhou, Fujian. 1750 - 1790 CE.",unknown,unknown
2659,China,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo fu left and right. Mint: Fuzhou, Fujian. 1750 - 1790 CE.",unknown,unknown
2660,China,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo su left and right. Mint: Suzhou, Jiangsu. 1756 - 1765 CE.",unknown,unknown
2661,China,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo su left and right. Mint: Suzhou, Jiangsu. 1756 - 1765 CE.",unknown,unknown
2662,China,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo su left and right. Mint: Suzhou, Jiangsu. 1788 - 1794 CE.",unknown,unknown
2663,China,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo je left and right. Mint: Hangzhou, Zhejiang. 1740 - 1751 CE.",unknown,unknown
2664,China,unknown,Emperor Gaozong,Bronze,Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo chang left and right. Mint: Coastal province type. 1784 - 1794 CE.,unknown,unknown
2665,China,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo je left and right. Mint: Hangzhou, Zhejiang. 1752 - 1780 CE.",unknown,unknown
2666,China,unknown,Emperor Gaozong,Bronze,Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo chang left and right. Mint: Coastal province type. 1756 - 1766 CE.,unknown,unknown
2667,China,unknown,Emperor Gaozong,Bronze,Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo chang left and right. Mint: Coastal province type. 1784 - 1794 CE.,unknown,unknown
2668,China,unknown,Emperor Gaozong,Bronze,Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo chang left and right. Mint: Coastal province type. 1756 - 1766 CE.,unknown,unknown
2669,China,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo jyi left and right. Mint: Baoding, Zhili. 1777 - 1781 CE.",unknown,unknown
2670,China,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo jyi left and right. Mint: Baoding, Zhili. 1747 - 1751 CE.",unknown,unknown
2671,China,unknown,Emperor Gaozong,Bronze,Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo chang left and right. Mint: Coastal province type. 1756 - 1766 CE.,unknown,unknown
2672,China,unknown,Emperor Gaozong,Bronze,Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo yuwan left and right. Mint: The Board of Works. 1795 CE.,unknown,unknown
2673,China,unknown,Emperor Gaozong,Bronze,Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo yuwan left and right. Mint: The Board of Works. 1774 CE.,unknown,unknown
2674,China,unknown,Emperor Gaozong,Bronze,Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo chiowan left and right. Mint: The Board of Revenue. 1774 CE.,unknown,unknown
2675,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2676,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2677,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2678,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2679,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2680,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2681,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2682,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2683,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2684,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2685,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2686,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2687,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2688,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2689,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2690,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2691,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2692,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2693,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2694,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2695,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2696,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2697,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2698,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2699,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2700,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2701,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2702,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2703,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2704,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2705,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2706,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2707,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2708,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2709,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2710,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2711,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2712,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2713,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2714,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2715,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Yunnan province. 1724 - 1735 CE.,unknown,unknown
2716,China,unknown,Emperor Shizong,Bronze,"Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo yun left and right. Mint: Dongchuan, Yunnan province. 1734 - 1735 CE.",unknown,unknown
2717,China,unknown,Emperor Shizong,Bronze,"Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo je left and right. Mint: Hangzhou, Zhejiang. 1730 - 1733 CE.",unknown,unknown
2718,China,unknown,Emperor Shizong,Bronze,"Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo je left and right. Mint: Hangzhou, Zhejiang. 1730 - 1733 CE.",unknown,unknown
2719,China,unknown,Emperor Shizong,Bronze,"Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo je left and right. Mint: Hangzhou, Zhejiang. 1730 - 1733 CE.",unknown,unknown
2720,China,unknown,Emperor Shizong,Bronze,"Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo je left and right. Mint: Hangzhou, Zhejiang. 1730 - 1733 CE.",unknown,unknown
2721,China,unknown,Emperor Shizong,Bronze,"Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo je left and right. Mint: Hangzhou, Zhejiang. 1730 - 1733 CE.",unknown,unknown
2722,China,unknown,Emperor Shizong,Bronze,"Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo je left and right. Mint: Hangzhou, Zhejiang. 1730 - 1733 CE.",unknown,unknown
2723,China,unknown,Emperor Shizong,Bronze,"Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo je left and right. Mint: Hangzhou, Zhejiang. 1730 - 1733 CE.",unknown,unknown
2724,China,unknown,Emperor Shizong,Bronze,"Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo su left and right. Mint: Suzhou, Jiangsu. 1730 - 1732 CE.",unknown,unknown
2725,China,unknown,Emperor Shizong,Bronze,"Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo su left and right. Mint: Suzhou, Jiangsu. 1730 - 1732 CE.",unknown,unknown
2726,China,unknown,Emperor Shizong,Bronze,"Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo su left and right. Mint: Suzhou, Jiangsu. 1730 - 1732 CE.",unknown,unknown
2727,China,unknown,Emperor Shizong,Bronze,"Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo su left and right. Mint: Suzhou, Jiangsu. 1730 - 1732 CE.",unknown,unknown
2728,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo gung left and right. Mint: Gansu province. 1727 - 1729 CE.,unknown,unknown
2729,China,unknown,Emperor Shizong,Bronze,Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo an left and right. Mint: Anhui province. 1732 - 1734 CE.,unknown,unknown
2730,China,unknown,Emperor Shizong,Bronze,"Obv. 雍正通寶 Yong Zheng Tong Bao. Rev. Boo ji left and right. Mint: Jinan, Shandong. 1729 - 1730 CE.",unknown,unknown
2731,China,unknown,Emperor Shengzu,Bronze,"Obv. 康熙通寶 Kang Xi Tong Bao. Rev. Yuwan left, 原 Yuan right. Mint: Taiyuan, Shanxi. 1667 - 1670 CE.",unknown,unknown
