object_id,title,link,image,object_type,current_location,culture,provenience,creator,date_made,section,materials,technique,description,length,width,credit_line
17553.50,Lottery Book,https://www.penn.museum/collections/object/353008,https://www.penn.museum/collections/assets/300/747159.jpg,,Collections Storage,Chinese,China | Shandong | Chefoo,,19th Century - 1895,Asian,Paper,,"Square sheet of paper printed with the first 80 characters of the Thousand Character Classic in vertical columns inside a square border, and marked up with brush and red ink. A horizontal line of text reading zhao lai yuan di gei 照來原底給 runs through the middle of the square. These cards were used to play the gambling game of pok kop piu (Mandarin: bai ge piao 白鴿票,""white pigeon lottery""). The aim was to guess correctly twenty characters selected at random from the opening eighty of the Thousand-Character Classic. The game was widely played in Canton, and in overseas Chinese communities. It continues to be played in Macao today under the Portuguese spelling ""pacapio"" and in US casinos under the name ""keno"", with numbers 1-80 in place of the original Chinese characters.",12.8 cm,13.8 cm,"Gift of Maxwell Sommerville, 1895"
17553.2,Lottery Book,https://www.penn.museum/collections/object/206707,https://www.penn.museum/collections/assets/300/747111.jpg,,Collections Storage,Chinese,China | Shandong | Chefoo,,19th Century - 1895,Asian,Paper,,"Square sheet of paper printed with the first 80 characters of the Thousand Character Classic in vertical columns inside a square border, and marked up with brush and red ink. A horizontal line of text reading zhao lai yuan di gei 照來原底給 runs through the middle of the square. These cards were used to play the gambling game of pok kop piu (Mandarin: bai ge piao 白鴿票,""white pigeon lottery""). The aim was to guess correctly twenty characters selected at random from the opening eighty of the Thousand-Character Classic. The game was widely played in Canton, and in overseas Chinese communities. It continues to be played in Macao today under the Portuguese spelling ""pacapio"" and in US casinos under the name ""keno"", with numbers 1-80 in place of the original Chinese characters.",12.8 cm,13.8 cm,"Gift of Maxwell Sommerville, 1895"
17553.1,Lottery Book,https://www.penn.museum/collections/object/190103,https://www.penn.museum/collections/assets/300/747110.jpg,,Collections Storage,Chinese,China | Shandong | Chefoo,,19th Century - 1895,Asian,Paper,,"Square sheet of paper printed with the first 80 characters of the Thousand Character Classic in vertical columns inside a square border, and marked up with brush and red ink. A horizontal line of text reading zhao lai yuan di gei 照來原底給 runs through the middle of the square. These cards were used to play the gambling game of pok kop piu (Mandarin: bai ge piao 白鴿票,""white pigeon lottery""). The aim was to guess correctly twenty characters selected at random from the opening eighty of the Thousand-Character Classic. The game was widely played in Canton, and in overseas Chinese communities. It continues to be played in Macao today under the Portuguese spelling ""pacapio"" and in US casinos under the name ""keno"", with numbers 1-80 in place of the original Chinese characters.",12.8 cm,13.8 cm,"Gift of Maxwell Sommerville, 1895"
17553.49,Lottery Book,https://www.penn.museum/collections/object/355755,https://www.penn.museum/collections/assets/300/747158.jpg,,Collections Storage,Chinese,China | Shandong | Chefoo,,19th Century - 1895,Asian,Paper,,"Square sheet of paper printed with the first 80 characters of the Thousand Character Classic in vertical columns inside a square border, and marked up with brush and red ink. A horizontal line of text reading zhao lai yuan di gei 照來原底給 runs through the middle of the square. These cards were used to play the gambling game of pok kop piu (Mandarin: bai ge piao 白鴿票,""white pigeon lottery""). The aim was to guess correctly twenty characters selected at random from the opening eighty of the Thousand-Character Classic. The game was widely played in Canton, and in overseas Chinese communities. It continues to be played in Macao today under the Portuguese spelling ""pacapio"" and in US casinos under the name ""keno"", with numbers 1-80 in place of the original Chinese characters.",12.8 cm,13.8 cm,"Gift of Maxwell Sommerville, 1895"
17553.48,Lottery Book,https://www.penn.museum/collections/object/355752,https://www.penn.museum/collections/assets/300/747157.jpg,,Collections Storage,Chinese,China | Shandong | Chefoo,,19th Century - 1895,Asian,Paper,,"Square sheet of paper printed with the first 80 characters of the Thousand Character Classic in vertical columns inside a square border, and marked up with brush and red ink. A horizontal line of text reading zhao lai yuan di gei 照來原底給 runs through the middle of the square. These cards were used to play the gambling game of pok kop piu (Mandarin: bai ge piao 白鴿票,""white pigeon lottery""). The aim was to guess correctly twenty characters selected at random from the opening eighty of the Thousand-Character Classic. The game was widely played in Canton, and in overseas Chinese communities. It continues to be played in Macao today under the Portuguese spelling ""pacapio"" and in US casinos under the name ""keno"", with numbers 1-80 in place of the original Chinese characters.",12.8 cm,13.8 cm,"Gift of Maxwell Sommerville, 1895"
17553.42,Lottery Book,https://www.penn.museum/collections/object/355746,https://www.penn.museum/collections/assets/300/747151.jpg,,Collections Storage,Chinese,China | Shandong | Chefoo,,19th Century - 1895,Asian,Paper,,"Square sheet of paper printed with the first 80 characters of the Thousand Character Classic in vertical columns inside a square border, and marked up with brush and red ink. A horizontal line of text reading zhao lai yuan di gei 照來原底給 runs through the middle of the square. These cards were used to play the gambling game of pok kop piu (Mandarin: bai ge piao 白鴿票,""white pigeon lottery""). The aim was to guess correctly twenty characters selected at random from the opening eighty of the Thousand-Character Classic. The game was widely played in Canton, and in overseas Chinese communities. It continues to be played in Macao today under the Portuguese spelling ""pacapio"" and in US casinos under the name ""keno"", with numbers 1-80 in place of the original Chinese characters.",12.8 cm,13.8 cm,"Gift of Maxwell Sommerville, 1895"
17553.6,Lottery Book,https://www.penn.museum/collections/object/355687,https://www.penn.museum/collections/assets/300/747115.jpg,,Collections Storage,Chinese,China | Shandong | Chefoo,,19th Century - 1895,Asian,Paper,,"Square sheet of paper printed with the first 80 characters of the Thousand Character Classic in vertical columns inside a square border, and marked up with brush and red ink. A horizontal line of text reading zhao lai yuan di gei 照來原底給 runs through the middle of the square. These cards were used to play the gambling game of pok kop piu (Mandarin: bai ge piao 白鴿票,""white pigeon lottery""). The aim was to guess correctly twenty characters selected at random from the opening eighty of the Thousand-Character Classic. The game was widely played in Canton, and in overseas Chinese communities. It continues to be played in Macao today under the Portuguese spelling ""pacapio"" and in US casinos under the name ""keno"", with numbers 1-80 in place of the original Chinese characters.",12.8 cm,13.8 cm,"Gift of Maxwell Sommerville, 1895"
17553.5,Lottery Book,https://www.penn.museum/collections/object/355686,https://www.penn.museum/collections/assets/300/747114.jpg,,Collections Storage,Chinese,China | Shandong | Chefoo,,19th Century - 1895,Asian,Paper,,"Square sheet of paper printed with the first 80 characters of the Thousand Character Classic in vertical columns inside a square border, and marked up with brush and red ink. A horizontal line of text reading zhao lai yuan di gei 照來原底給 runs through the middle of the square. These cards were used to play the gambling game of pok kop piu (Mandarin: bai ge piao 白鴿票,""white pigeon lottery""). The aim was to guess correctly twenty characters selected at random from the opening eighty of the Thousand-Character Classic. The game was widely played in Canton, and in overseas Chinese communities. It continues to be played in Macao today under the Portuguese spelling ""pacapio"" and in US casinos under the name ""keno"", with numbers 1-80 in place of the original Chinese characters.",12.8 cm,13.8 cm,"Gift of Maxwell Sommerville, 1895"
17553.4,Lottery Book,https://www.penn.museum/collections/object/355682,https://www.penn.museum/collections/assets/300/747113.jpg,,Collections Storage,Chinese,China | Shandong | Chefoo,,19th Century - 1895,Asian,Paper,,"Square sheet of paper printed with the first 80 characters of the Thousand Character Classic in vertical columns inside a square border, and marked up with brush and red ink. A horizontal line of text reading zhao lai yuan di gei 照來原底給 runs through the middle of the square. These cards were used to play the gambling game of pok kop piu (Mandarin: bai ge piao 白鴿票,""white pigeon lottery""). The aim was to guess correctly twenty characters selected at random from the opening eighty of the Thousand-Character Classic. The game was widely played in Canton, and in overseas Chinese communities. It continues to be played in Macao today under the Portuguese spelling ""pacapio"" and in US casinos under the name ""keno"", with numbers 1-80 in place of the original Chinese characters.",12.8 cm,13.8 cm,"Gift of Maxwell Sommerville, 1895"
17553.55,Lottery Book,https://www.penn.museum/collections/object/355509,https://www.penn.museum/collections/assets/300/746967.jpg,,Collections Storage,Chinese,China | Shandong | Chefoo,,19th Century - 1895,Asian,Paper,,"Square sheet of paper printed with the first 80 characters of the Thousand Character Classic in vertical columns inside a square border, and marked up with brush and red ink. A horizontal line of text reading zhao lai yuan di gei 照來原底給 runs through the middle of the square. These cards were used to play the gambling game of pok kop piu (Mandarin: bai ge piao 白鴿票,""white pigeon lottery""). The aim was to guess correctly twenty characters selected at random from the opening eighty of the Thousand-Character Classic. The game was widely played in Canton, and in overseas Chinese communities. It continues to be played in Macao today under the Portuguese spelling ""pacapio"" and in US casinos under the name ""keno"", with numbers 1-80 in place of the original Chinese characters.",12.8 cm,13.8 cm,"Gift of Maxwell Sommerville, 1895"
17553.54,Lottery Book,https://www.penn.museum/collections/object/355508,https://www.penn.museum/collections/assets/300/746966.jpg,,Collections Storage,Chinese,China | Shandong | Chefoo,,19th Century - 1895,Asian,Paper,,"Square sheet of paper printed with the first 80 characters of the Thousand Character Classic in vertical columns inside a square border, and marked up with brush and red ink. A horizontal line of text reading zhao lai yuan di gei 照來原底給 runs through the middle of the square. These cards were used to play the gambling game of pok kop piu (Mandarin: bai ge piao 白鴿票,""white pigeon lottery""). The aim was to guess correctly twenty characters selected at random from the opening eighty of the Thousand-Character Classic. The game was widely played in Canton, and in overseas Chinese communities. It continues to be played in Macao today under the Portuguese spelling ""pacapio"" and in US casinos under the name ""keno"", with numbers 1-80 in place of the original Chinese characters.",12.8 cm,13.8 cm,"Gift of Maxwell Sommerville, 1895"
